vid,vtitle,desc,pid,ptitle
WAjatZpguqU,Manual &  Automatic Control Systems,"Miss Milka James Jagale
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iy7jzqPYZApyRNgf2IY413y,Automatic Control Engineering
VxPOl1Ee1C0,Inputs and outputs of Process Engineering,"Dr.S.R.Dulange
Associate Professor
Mech.Engg.Dept.
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5ixvIb3KpTZ7hgneJXFkVOIo,Process Engineering
G0-0Rcwro7o,Inputs and outputs of process Engineering Part 2,"Dr.S.R.Dulange
Associate Professor
Mech.Engg.Dept.
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5ixvIb3KpTZ7hgneJXFkVOIo,Process Engineering
OEKUweoT1Rw,Work-piece Control Theory,"Dr. S. R. Dulange
Associate Professor,
Department of Mechanical Engineering,
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixvIb3KpTZ7hgneJXFkVOIo,Process Engineering
5RbHiIqfw30,Limits Fits and Tolerances Part I,"Prof.P.V.Salunke
Professor
Mech.Engg.Dept.
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iy6x616T4mVStI1mSfMmLFF,Metrology and Mechanical Measurement
kDVYAqsjo2k,Limits Fits Tolerances Part II,"Prof.P.V.Salunke
Professor
Mech.Engg.Dept.
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iy6x616T4mVStI1mSfMmLFF,Metrology and Mechanical Measurement
NZZYY6oYdbQ,Limits Fits and Tolerances 3,"Dr.P.V.Salunke
Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iy6x616T4mVStI1mSfMmLFF,Metrology and Mechanical Measurement
ckhh62FqPgs,1.  Study of Comparators,"Dr.P.V.Salunke
Professor,
Mechanical Engineering Department,
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iy6x616T4mVStI1mSfMmLFF,Metrology and Mechanical Measurement
3EovEhYnKM4,2. Study of Comparators,"Dr.P.V.Salunke
Professor,
Mechanical Engineering Department,
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iy6x616T4mVStI1mSfMmLFF,Metrology and Mechanical Measurement
j5MHsGrdxDY,Cooling curve for pure metal and Alloy,"Prof.P.P.Mitrgotri
Professor
Mech.Engg.Dept.
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iwIgsJCUn397tW0bXY3zsox,Metallurgy
PNasWVt4KGc,Study of binary equilibrium diagram,"Prof.P.P.Mitrgotri
Professor
Mech.Engg.Dept.
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iwIgsJCUn397tW0bXY3zsox,Metallurgy
WCdx-EhNOkw,Study of Binary Equilibrium Diagrams Part II,"Prof.P.P.Mitragotri
Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iwIgsJCUn397tW0bXY3zsox,Metallurgy
gQWHU0cEJ3E,Purposes of Annealing,"Mr. P. P. Mitragotri
Associate Professor,
Mechanical Engineering Department,
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iwIgsJCUn397tW0bXY3zsox,Metallurgy
kBPEaFoMwwg,Types of Annealing,"Mr.P.P.Mitragotri
Associate Professor,
Mechanical Engineering Department,
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iwIgsJCUn397tW0bXY3zsox,Metallurgy
ZlV27PR2hZo,Introduction to stainless steels Part I,"Mr.P.P.Mitragotri
Associate Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixN2GsD-eKTRlQe2Xf_FMdn,Metallurgy
6aXKMP_bFsc,Introduction to stainless steels Part  II,"Mr.P.P.Mitragotri
Associate Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixN2GsD-eKTRlQe2Xf_FMdn,Metallurgy
UuwTn08W9rs,Introduction to stainless steels Part  III,"Mr.P.P.Mitragotri
Associate Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixN2GsD-eKTRlQe2Xf_FMdn,Metallurgy
D8GMTlYCknA,Special alloy and tool steels Part I,"Mr.P.P.Mitragotri
Associate Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixN2GsD-eKTRlQe2Xf_FMdn,Metallurgy
ibQEJUIq85s,Special alloy and tool steels Part II,"Mr.P.P.Mitragotri
Associate Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixN2GsD-eKTRlQe2Xf_FMdn,Metallurgy
OVNIgoLUmM4,DC Circuits,"Mr. S. A. Utage
Assistant Professor,
Department of Electronics Engineering
Walchand Institute of Technology,Solapur",PLM-jfaoaU5ixvQUWrsTYex62TUx0hOkEb,Basic Electrical & Electonics Engg
YhEcGydjuIE,Logic gates & boolean algebra,,PLM-jfaoaU5ixvQUWrsTYex62TUx0hOkEb,Basic Electrical & Electonics Engg
sEKNvVzS554,Bipolar Junction Transistor,,PLM-jfaoaU5ixvQUWrsTYex62TUx0hOkEb,Basic Electrical & Electonics Engg
m5YKSyTbLDg,Magentic Circuit,"Mrs. V. S. Patki
Assistant Professor,
Walchand Institute of Technology,Solapur",PLM-jfaoaU5ixvQUWrsTYex62TUx0hOkEb,Basic Electrical & Electonics Engg
ErGmpcyBHHk,Construction and working of Transormer,"Mrs. V.S.Patki
Assistant Professor
Walchand Institute  of Technology,Solapur",PLM-jfaoaU5ixvQUWrsTYex62TUx0hOkEb,Basic Electrical & Electonics Engg
B2rtIetYjL8,Interfaces in Java,"Dr. Shrishail Sharad Gajbhar, Assistant Professor, Department of Electronics Engineering, Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwEIuWBoQSUo-JyiqkceRoW,Programming with Java
ri8w1jwXv54,Packages in Java,"Dr. Shrishail Sharad Gajbhar, Assistant Professor, Department of Electronics Engineering, Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwEIuWBoQSUo-JyiqkceRoW,Programming with Java
9TzKAgKaJco,Exception Handling in Java,"Dr. Shrishail Sharad Gajbhar, Assistant Professor, Department of Electronics Engineering, Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwEIuWBoQSUo-JyiqkceRoW,Programming with Java
Wtk9ZyNXvbM,Introduction to OOPs and Principles of Java,"Ms. Shruti S. Udata,
Assistant Professor, 
Department of Electronics Engineering, 
Walchand Institute of Technology,Solapur",PLM-jfaoaU5iwEIuWBoQSUo-JyiqkceRoW,Programming with Java
FEgp0UmwnA0,Java Methods,"Ms. Shruti S. Udata,
Assistant Professor, 
Department of Electronics Engineering, 
Walchand Institute of Technology,Solapur",PLM-jfaoaU5iwEIuWBoQSUo-JyiqkceRoW,Programming with Java
dUTPcBT2XUM,"Telemetry, Tracking, Command and Monitoring System","Mr.A.B.Dhulkhedkar
Assistant Professor 
Electronics and Telecommunication
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iy7VfMrqTZS5r1IKaJfu-9n,Satellite Communication
RDNwtZQ3GaY,Attitude and Orbit Control System,"Mr.A.B.Dhulkhedkar
Assistant Professor 
Electronics and Telecommunication
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iy7VfMrqTZS5r1IKaJfu-9n,Satellite Communication
Oxuk5AX_rkE,powersubsystems,"Mr.R.S.Satalagaon
Assistant Professor
E&TC Department
WIT,Solapur",PLM-jfaoaU5iy7VfMrqTZS5r1IKaJfu-9n,Satellite Communication
bYAr1SDrvcQ,antennasubsystems,"Mr.R.S.Satalagaon
Assistant Professor
E&TC Department
WIT,Solapur",PLM-jfaoaU5iy7VfMrqTZS5r1IKaJfu-9n,Satellite Communication
ZAMXUVzDW3I,Communication Subsystem.,"Mr.A.B.Dhulkhedkar
Electronics & Telecommunication Dept,
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iy7VfMrqTZS5r1IKaJfu-9n,Satellite Communication
V7xD0Ws2CIs,Toothed Gear,"Mr. S. S. Rathod
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology",PLM-jfaoaU5iycHcleoK24bsP-P7SvaO6V,Theory of Machine -II
5K-4zhbqTi8,Law of Gearing,"Mr.S.S.Rathod
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iycHcleoK24bsP-P7SvaO6V,Theory of Machine -II
nyQAyI1xuPs,Torsional Vibrations,"Dr. S. B. Tuljapure
Associate Professor 
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iycHcleoK24bsP-P7SvaO6V,Theory of Machine -II
bvbg6fpkw_s,Contact ratio of Spur Gear,"Mr.S.S.Rathod
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iycHcleoK24bsP-P7SvaO6V,Theory of Machine -II
NTXHhkPAXvg,Natural Frequency of Torsional Vibrations,"Dr. S. B. Tuljapure
Associate Professor,
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iycHcleoK24bsP-P7SvaO6V,Theory of Machine -II
ScWj3LRyETw,Solution to Pelton Wheel Part-1,"Mr. S. P. Mankani
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izSPdoE0smR4JXi-no-ZSKP,Fluid Machinery and Fluid Power
-0t9E-B3nDg,Numerical  to Pelton Wheel Part-2,"Mr. S. P. Mankani
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izSPdoE0smR4JXi-no-ZSKP,Fluid Machinery and Fluid Power
B5Wq7SUntm0,Numerical on inward flow  reaction turbine,"Mr. S.P. Mankani
Assistant Professor 
Mechanical Engineering Deptartment
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izSPdoE0smR4JXi-no-ZSKP,Fluid Machinery and Fluid Power
aAeIKYmrEVU,Governing of Pelton Turbine,"Mr. S. P. Mankani
Assistant Professor,
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izSPdoE0smR4JXi-no-ZSKP,Fluid Machinery and Fluid Power
gdpXk9BorD4,Numerical on Pelton Turbine,"Mr. S. P. Mankani
Assistant Professor,
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izSPdoE0smR4JXi-no-ZSKP,Fluid Machinery and Fluid Power
idiJ7nLXBLY,Psychrometry,"Mr. G. B. Agalave
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iz5TJ_7qRTXCAkMYbGnNTvx,Refrigeration and Air Conditioning
FaSIn4TniTU,Psychrometry Chart,"Mr. G. B. Agalave
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iz5TJ_7qRTXCAkMYbGnNTvx,Refrigeration and Air Conditioning
1d1fapKzZSg,Psychrometry Numericals,,PLM-jfaoaU5iz5TJ_7qRTXCAkMYbGnNTvx,Refrigeration and Air Conditioning
j_IKUaVmycc,Vapour Compression Cycle - Basics,"Mr. Ganesh B. Agalave
Assistant Professor
Mechanical Engg. Deptt.,
Walchand Institute of Technology,Solapur",PLM-jfaoaU5iz5TJ_7qRTXCAkMYbGnNTvx,Refrigeration and Air Conditioning
VCcLlX4pUQQ,Vapour Compression Cycle - Introduction,"Mr. Ganesh B. Agalave
Assistant Professor
Mechanical Engg. Deptt.,
Walchand Institute of Technology,Solapur",PLM-jfaoaU5iz5TJ_7qRTXCAkMYbGnNTvx,Refrigeration and Air Conditioning
TuRUzT0Byr4,Types and Properties of Base Sand,"Mr Chandraknt Rathod
Assistant Professor 
Mechanical Engineering Department 
Walchand Institute of Technology,Solapur",PLM-jfaoaU5iy1P0BGnP5lKAVyTfuHijA2,Manufacturing Process
cVSXXqliQY0,Basic Casting Concepts,"Mr.Satish R Paryani
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology,Solapur",PLM-jfaoaU5iy1P0BGnP5lKAVyTfuHijA2,Manufacturing Process
USXtIxHD1-g,Gating System,"Mr. Satish R Paryani
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iy1P0BGnP5lKAVyTfuHijA2,Manufacturing Process
UHUtRqcd-fE,Patterns,"Mr Chandrakant Rathod
Assistant Professor 
Mechanical Engineering Department 
Walchand Institute of Technology,Solapur",PLM-jfaoaU5iy1P0BGnP5lKAVyTfuHijA2,Manufacturing Process
DCsUxH6_e0w,Melting Furnace,"Mr. S. R. Paryani
Assistant Professor
Mechanical Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iy1P0BGnP5lKAVyTfuHijA2,Manufacturing Process
DLTwL6kYkCk,Performance of Automobile,"Mr. N. R. Tambake
Assistant Professor,
Mechanical Engineering Department,
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izhdLxXpHWdKqj4o0p3OlDl,Automobile Engineering
HjO1E4TCN8g,Performance of Automobile,"Mr. N. R. Tambake
Assistant Professor,
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izhdLxXpHWdKqj4o0p3OlDl,Automobile Engineering
S9CgLZPCMy4,Performance of Automobiles,"Mr. N. R. Tambake
Assistant Professor,
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izhdLxXpHWdKqj4o0p3OlDl,Automobile Engineering
SQcDOLMjwcU,Automobile  Steering  Geometry,"Mr. N. R. Tambake
Assistant Professor,
Mechanical Engineering Department,
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izhdLxXpHWdKqj4o0p3OlDl,Automobile Engineering
w_Nz_6Fa8LA,Automobile  Power Steering System,"Mr. N. R. Tambake
Assistant Professor,
Mechanical Engineering Department,
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izhdLxXpHWdKqj4o0p3OlDl,Automobile Engineering
qJ7fAtuNQ38,Thermal Power Plant,"Mr. S. S. Bansode
Assistant Professor,
Mechanical Engineering Department,
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iztC05LVCaHzZCn1p0BpdNt,Basic Mechanical Engineering
QqryomfYEMQ,Hydro Power Plant,"Mr. S. S. Bansode
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology",PLM-jfaoaU5iztC05LVCaHzZCn1p0BpdNt,Basic Mechanical Engineering
rI3pkU3MKb0,Steady Flow Energy Equation,"Mr. S.M.Math
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iztC05LVCaHzZCn1p0BpdNt,Basic Mechanical Engineering
SXNX0Y5ASfI,Construction and Working of Internal Combustion Engine,"Mr. P.V.Ekhande
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iztC05LVCaHzZCn1p0BpdNt,Basic Mechanical Engineering
uEnSf6Nc6aY,Introduction to Vapour Compression Refrigeration cycle,"Mr. P.V.Ekhande
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iztC05LVCaHzZCn1p0BpdNt,Basic Mechanical Engineering
GPBeh2WLiiI,Bonds in Brick Masaonry,"By, Ms. Supriya Pasnur P
Assistant Professor,
Walchand Institute of Technology
Solapur",PLM-jfaoaU5iz4ZIxUW9ttlBYhgzwGdzcT,Building Construction and Drawing
pK2QGAP4icI,Design of Doglegged Staircase,"By,
Ms.Supriya Pasnur. P
Assistant Professor
Walchand Institute of Technology
Solapur",PLM-jfaoaU5iz4ZIxUW9ttlBYhgzwGdzcT,Building Construction and Drawing
OaMz7JXut8U,Stone masonry and Brick masonry walls,"Ms. Supriya P. Pasnur
Assistant Professor,
Civil Engineering Department,
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iz4ZIxUW9ttlBYhgzwGdzcT,Building Construction and Drawing
DN909bMSmJ0,Arches and its Types,"Ms. Supriya P. Pasnur
Assistant Professor,
Civil Engineering Department,
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iz4ZIxUW9ttlBYhgzwGdzcT,Building Construction and Drawing
D6wjjzhJX3g,Ventilation and functional requirements of ventilation system,"Ms. Supriya P. Pasnur
Assistant Professor,
Civil Engineering Department,
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iz4ZIxUW9ttlBYhgzwGdzcT,Building Construction and Drawing
mWBzCfeTLAg,Hydraulic Design of an Ogee Spillway,"By, Dr. Satishkumar. S.Kashid
Professor, Walchand Institute of Technology
Solapur",PLM-jfaoaU5iyOxLZLU4mPdWER-bNgHvTP,Water Resource Engineering-II
srjjvd6cHqA,Estimating Hydro power Potential at Site,"By,
Dr.Satishkumar. S. Kashid
Professor
Walchand Institute of Technology
Solapur",PLM-jfaoaU5iyOxLZLU4mPdWER-bNgHvTP,Water Resource Engineering-II
RK05lP3XVTk,Reservoir Sedimentation,"By,
Dr. Satishkumar.S. Kashid
Professor,Walchand Institute of Technology 
Solapur",PLM-jfaoaU5iyOxLZLU4mPdWER-bNgHvTP,Water Resource Engineering-II
2mqec27Wz2M,Reservoir Planning: Estimating Reservoir Capacity of a Dam Reservoir,"Dr. Satishkumar S. Kashid
Professor In Civil Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iyOxLZLU4mPdWER-bNgHvTP,Water Resource Engineering-II
WrymkDyP5W4,Reservoir Planning: Area Capacity Curves of a Dam Reservoir,"Dr. Satishkumar S. Kashid
Professor in Civil Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iyOxLZLU4mPdWER-bNgHvTP,Water Resource Engineering-II
OemwQn6pUgI,Quantity Estimation for Items of Building Constuction,"By, Prof. Shashikant. B. Gosavi
Assistant Professor, 
Walchand Institute of Technology,
Solapur",PLM-jfaoaU5iymFXORz2UDX6-hoGqgLpeI,Quantity Surveying & Valuation
ueCNu22T9Ik,Rate Analysis of for items of Building Construction,"By,
Mr.Shashikant. B. Gosavi
Assistant Professor
Walchand Institute of Technology
Solapur",PLM-jfaoaU5iymFXORz2UDX6-hoGqgLpeI,Quantity Surveying & Valuation
6hguC22SG-M,Valuation of Residential Building,"By,
Mr.Shashikant. B. Gosavi
Assistant Professor,
Walchand Institute of Technology,
Solapur",PLM-jfaoaU5iymFXORz2UDX6-hoGqgLpeI,Quantity Surveying & Valuation
Rv44rkRXjoA,Properties of Pure Substance Part-I,"Mr. S. V. Katkur
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwY_j0-4k5c9ENxu-ZgUvdi,Applied Thermodynamics
KdQDm12lRpc,Properties of Pure Substance 2,"Mr. S.V.Katkur
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwY_j0-4k5c9ENxu-ZgUvdi,Applied Thermodynamics
oCf2Lz6gjrg,Properties of pure substance III,"Mr. S. V. Katkur
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwY_j0-4k5c9ENxu-ZgUvdi,Applied Thermodynamics
ysYMW6rDhJk,Compression of an ideal gas,"Mr. V. D. Sathe
Associate Professor,
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwY_j0-4k5c9ENxu-ZgUvdi,Applied Thermodynamics
2GYcXDFGipE,Compression of an ideal gas,"Mr. V. D. Sathe
Associate Professor,
Mechanical Engineering Department,
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iwY_j0-4k5c9ENxu-ZgUvdi,Applied Thermodynamics
6MQTdxd89KE,Measurement of Workability of Concrete (Slump Method),"By, Mr.Satish. B.Thalange
Assistant Professor,
Walchand Institute of Technology,
Solapur",PLM-jfaoaU5iy5Esl-OknHyHzjuOM3ZriW,Concrete Technology
-jMcAIpK9bg,Measurement of Workability of Concrete by Compaction Factor Test,"By,
Mr.Satish. B. Thalange
Assistant Professor
Walchand Institute of Technology
Solapur",PLM-jfaoaU5iy5Esl-OknHyHzjuOM3ZriW,Concrete Technology
kgDII-EqRkM,Measurement of Workability of Concrete by Flow Table Test,"By,
Mr.Satish. B. Thalange
Assistant Professor,
Walchand Institute of Technology,
Solapur",PLM-jfaoaU5iy5Esl-OknHyHzjuOM3ZriW,Concrete Technology
e8d_BnRsw0g,Standard Consistency and Compressive  Strength of cement,"Mr.S.K.Kulkarni,
Assistant Professor,
Civil Engg.Deptt., Walchand Institute of Technology,
Solapur.",PLM-jfaoaU5iy5Esl-OknHyHzjuOM3ZriW,Concrete Technology
8mafZfYe9ng,Workability of Concrete,"Mr. S. K. Kulkarni,
Assistant Professor,
Civil Engg. Deptt.,
Walchand Institute of Technology,
Solapur",PLM-jfaoaU5iy5Esl-OknHyHzjuOM3ZriW,Concrete Technology
Fn8ZXtrKbOM,Measurement of Pressure,"By, Mr. Deshmukh. Sachin
Assistant Professor,
Walchand Institute of Technology,
Solapur",PLM-jfaoaU5izvrYvPgH6TuRv8WZ9eoNhq,Fluid Mechanics-I
oHIa4qWTW8Y,Hydrostatic Forces on Surfaces,"By,
Mr.Deshmukh. Sachin
Assistant Professor
Walchand Institute of Technology
Solapur",PLM-jfaoaU5izvrYvPgH6TuRv8WZ9eoNhq,Fluid Mechanics-I
V5YM0L7F6hw,Hydrostatic Forces on Inclined Immersed Surfaces,"By,
Mr.Deshmukh Sachin
Assistant Professor,
Walchand Institute of Technology,
Solapur",PLM-jfaoaU5izvrYvPgH6TuRv8WZ9eoNhq,Fluid Mechanics-I
og44Jx-mZFE,Three Phase System of Soil,"By, Dr. Mahesh. G. Kalayanshetti
Associate Professor,
Walchand Institute of Technology,
Solapur",PLM-jfaoaU5ixL9ZLH7jcFEE8eHwqlmyfk,Geotechnical Engineering-I
H-BKgmKWMVI,Physical Soil Properties and their Inter-Relatioships,"By,
Dr.Mahesh. G. Kalyanshetti
Associate Professor
Walchand Institute of Technology
Solapur",PLM-jfaoaU5ixL9ZLH7jcFEE8eHwqlmyfk,Geotechnical Engineering-I
vN2LNqVv-dA,Mechanical Sieve Analysis of Soil,"By,
Mr.Mahesh. G. Kalyanshetti
Assistant Professor,
Walchand Institute of Technology,
Solapur",PLM-jfaoaU5ixL9ZLH7jcFEE8eHwqlmyfk,Geotechnical Engineering-I
RtwTkdixTJ0,Soil Consistency Limits,"Dr.M.G.Kalyanshetti 
Associate Professor 
Civil Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixL9ZLH7jcFEE8eHwqlmyfk,Geotechnical Engineering-I
2v4fwt-SdYA,Determination of Consistency of Soil,"Dr. M. G. Kalyanshetti 
Associate Professor 
Civil Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixL9ZLH7jcFEE8eHwqlmyfk,Geotechnical Engineering-I
