title,videoIDS,video_description,publishedDate
Threads in Distributed Computing Environment,taueoreeeeg,"Mr. Bhushan Shaharkar
Asst.Professor
Department of IT 
WIT Solapur",2019-08-10T12:04:27Z
"Analysis of type 0,1, and 2 systems",sA5XGZUxYXQ,"Mrs.M.N. Shrigandhi
Assistant Professor
Electronics Engineering Department
Walchand Institute of Technology, Solapur",2019-08-10T12:00:38Z
Mutual Exclusion in Distributed Computing Environment,Pw1cIWetSfA,"Mr. Bhushan Shaharkar
Asst.Professor
Department of IT 
WIT Solapur",2019-08-10T11:57:42Z
Analysis of first order system - Part II,9IjE9iJP4Pg,"Mrs.M.N. Shrigandhi
Assistant Professor
Electronics Engineering Department
Walchand Institute of Technology, Solapur",2019-08-10T11:57:05Z
Process Migration in Distributed Computing Environment,uk45d-0avKA,"Mr. Bhushan Shaharkar
Asst.Professor
Department of IT 
WIT Solapur",2019-08-10T11:52:24Z
Analysis of first order system - Part I,yKf1Z6A3Nu8,"Mrs.M.N. Shrigandhi
Assistant Professor
Electronics Engineering Department
Walchand Institute of Technology, Solapur",2019-08-10T11:53:41Z
Steady State Analysis,8IAKF8GPkSU,"Mrs.M.N. Shrigandhi
Assistant Professor
Electronics Engineering Department
Walchand Institute of Technology, Solapur",2019-08-10T11:50:36Z
Direct Linking Loader,xgyOfGtXukA,"Ms. Supriya D. Survase 
Assistant Professor, Dept of Computer Science and Engineering
Walchand Institute of Technology, Solapur",2019-08-10T11:47:01Z
Transient Response Analysis,pDSb-wOvfs8,"Mrs.M.N. Shrigandhi
Assistant Professor
Electronics Engineering Department
Walchand Institute of Technology, Solapur",2019-08-10T11:45:50Z
Dynamic Loading and Dynamic Linking,iL-ZL0fdg8I,"Ms. Supriya D. Survase 
Assistant Professor, Dept of Computer Science and Engineering
Walchand Institute of Technology, Solapur",2019-08-10T11:43:26Z
Compile and Go loader and General Loader Scheme,MsOwEym-HFE,"Ms. Supriya D. Survase 
Assistant Professor, Dept of Computer Science and Engineering
Walchand Institute of Technology, Solapur",2019-08-10T11:31:59Z
Introduction to Loaders,Q8jBAeEZNKU,"Ms. Supriya D. Survase 
Assistant Professor, Dept of Computer Science and Engineering
Walchand Institute of Technology, Solapur",2019-08-10T11:26:51Z
Performance of Steam Condensers II,YaVWXJJsnG4,"Dr.S.N.Kulkarni
Assistant Professor,
Mechanical Engineering Department,
Walchand Institute of Technology,Solapur",2019-08-10T11:13:24Z
Performance of Steam Condensers I,i9e8AVKgK-8,"Dr.S.N.Kulkarni
Assistant Professor,
Mechanical Engineering Department,
Walchand Institute of Technology,Solapur",2019-08-10T11:05:53Z
Types of Steam Condensers II,Lwon8C1CizE,"Dr.S.N.Kulkarni
Assistant Professor,
Mechanical Engineering Department,
Walchand Institute of Technology,Solapur",2019-08-10T10:59:58Z
Types of Steam Condensers I,HAP0zfPlfHI,"Dr.S.N.Kulkarni
Assistant Professor,
Mechanical Engineering Department,
Walchand Institute of Technology,Solapur",2019-08-10T10:53:19Z
Steam Condensers,J9eeFcc2AmU,"Dr.S.N.Kulkarni
Assistant Professor,
Mechanical Engineering Department,
Walchand Institute of Technology,Solapur",2019-08-10T10:47:54Z
Working of Regenerative Hydraulic Circuit,zJahQ5kNiAc,"Mr. S. P. Mankani
Assistant Professor,
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",2019-08-10T06:37:59Z
Working of Meter-Out Circuit,YkIecnDx__Q,"Mr. S. P. Mankani
Assistant Professor,
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",2019-08-10T06:31:22Z
Working of Meter-In Circuit,JcwS22qs3Dg,"Mr. S. P. Mankani
Assistant Professor,
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",2019-08-10T06:25:15Z
Numerical on Pelton Turbine,gdpXk9BorD4,"Mr. S. P. Mankani
Assistant Professor,
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",2019-08-10T06:20:22Z
Helium Neon LASER,AfFtCI-mGSM,"Dr. P S Joshi
Assistant Professor
Department of Humanities and Sciences
Walchand Institute of Technology, Solapur",2019-08-10T06:19:14Z
Governing of Pelton Turbine,aAeIKYmrEVU,"Mr. S. P. Mankani
Assistant Professor,
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",2019-08-10T06:15:03Z
Properties of Laser,6l2eBZqj8_w,"Dr. P S Joshi
Assistant Professor
Department of Humanities and Sciences
Walchand Institute of Technology, Solapur",2019-08-10T06:16:00Z
Quantum Mechanics -Davisson Germer Experiment,GetVUkeRuyI,"Dr. P S Joshi
Assistant Professor
Department of Humanities and Sciences
Walchand Institute of Technology, Solapur",2019-08-10T06:12:21Z
Introduction to Quantum Mechanics,MMxv678TY40,"Dr. P S Joshi
Assistant Professor
Department of Humanities and Sciences
Walchand Institute of Technology, Solapur",2019-08-10T06:08:43Z
Surface Roughness,JTze9B3mYY0,"Mr. N. S.Katikar
Assistant Professor in Mechanical Engineering
Walchand Institute of Technology, Solapur",2019-08-10T06:06:14Z
Acoustics,6mrDV1JTCd4,"Dr. P S Joshi
Assistant Professor
Department of Humanities and Sciences
Walchand Institute of Technology, Solapur",2019-08-10T06:05:08Z
NSK TYPES OF FITS,p4ZGBA1dDXc,"Mr. N. S.Katikar
Assistant Professor in Mechanical Engineering
Walchand Institute of Technology, Solapur",2019-08-10T06:01:37Z
Wave optics II,_OMZjqXOpm0,"Dr. P S Joshi
Assistant Professor
Department of Humanities and Sciences
Walchand Institute of Technology, Solapur",2019-08-10T06:02:13Z
Wave optics I,5CBr0-KYh8o,"Dr. P S Joshi
Assistant Professor
Department of Humanities and Sciences
Walchand Institute of Technology, Solapur",2019-08-10T05:55:49Z
BIS Conventions,PvyLx-sGARM,"Mr. N. S.Katikar
Assistant Professor in Mechanical Engineering
Walchand Institute of Technology, Solapur",2019-08-10T05:58:05Z
NSK FREE HAND SKEYCHES COUPLING JOINTS,aTNkDYBlJWI,"Mr. N. S.Katikar
Assistant Professor in Mechanical Engineering
Walchand Institute of Technology, Solapur",2019-08-10T05:54:18Z
NSK INTRO  FREE HAND SKETCHES,oMJfcqTSKx0,"Mr. N. S. Katikar
Assistant Professor in Mechanical Engineering
Walchand Institute of Technology, Solapur",2019-08-10T05:46:53Z
Dictionary In Python,VpyTevjlQ3E,"Mr. Samprit Patel
Assistant Professor
Department of Computer Science and Engineering
Walchand Institute of Technology, Solapur",2019-08-09T10:33:55Z
Tuples In Python,Cl6ZYjnr81Y,"Mr. Samprit Patel
Assistant Professor
Department of Computer Science and Engineering
Walchand Institute of Technology, Solapur",2019-08-09T10:27:15Z
Lists In Python,MgFAdVFNCbA,"Mr. Samprit Patel
Assistant Professor
Department of Computer Science and Engineering
Walchand Institute of Technology, Solapur",2019-08-09T10:18:36Z
Data Types In Python,LClLVQoryoM,"Mr. Samprit Patel
Assistant Professor
Department of Computer Science and Engineering
Walchand Institute of Technology, Solapur",2019-08-09T10:10:42Z
Model Driven Engineering,VAsk1--eGrE,"Ms. Priyanka P. Bidla
Assistant Professor
Electronics and Telecommunication, Engineering
Walchand Institute of Technology, Solapur",2019-08-09T09:15:21Z
Behavioral Model,QfqHP_35xPs,"Ms. Priyanka P. Bidla
Assistant Professor
Electronics and Telecommunication, Engineering
Walchand Institute of Technology, Solapur",2019-08-09T09:06:07Z
Structural Model,8dlDY5P-d80,"Ms. Priyanka P. Bidla
Assistant Professor
Electronics and Telecommunication, Engineering
Walchand Institute of Technology, Solapur",2019-08-09T09:01:23Z
Interaction Model,qO6RrAbTL5M,"Ms. Priyanka P. Bidla
Assistant Professor
Electronics and Telecommunication, Engineering
Walchand Institute of Technology, Solapur",2019-08-09T08:55:02Z
System Model: Context Model,WjIuWDGSLpw,"Ms. Priyanka P. Bidla
Assistant Professor
Electronics and Telecommunication, Engineering
Walchand Institute of Technology, Solapur",2019-08-09T08:46:45Z
Satellite Tracking System,dieW7ClvXRo,"Mr. K. R. Biradar
Electronics & Telecommunication Engineering
Walchand Institute of Technology,
Solapur",2019-08-03T11:23:23Z
Satellite Earth station,mCGCOLs8RwY,"Mr. K. R. Biradar
Electronics & Telecommunication Engineering
Walchand Institute of Technology
Solapur",2019-08-08T11:40:22Z
Nouns Part I,LvH4xK_tBvY,"Dr. Satish V. Lakde
Assistant Professor 
Department of Humanities and Sciences
Walchand Institute of Technology, Solapur",2019-08-01T12:07:03Z
Vapour Compression Cycle - Actual VCC,9Kwchjb861Q,"Mr. Ganesh B. Agalave
Assistant Professor
Mechanical Engg. Deptt.,
Walchand Institute of Technology,Solapur",2019-08-06T09:25:04Z
Vapour Compression Cycle- Methods to Improve COP cont...,-XdIJljh9qE,"Mr. Ganesh B. Agalave
Assistant Professor
Mechanical Engg. Deptt.,
Walchand Institute of Technology,Solapur",2019-08-06T09:16:09Z
Vapour Compression Cycle  -Methods to Improve COP,QFYPIzghpPw,"Mr. Ganesh B. Agalave
Assistant Professor
Mechanical Engg. Deptt.,
Walchand Institute of Technology,Solapur",2019-08-06T09:09:06Z
Vapour Compression Cycle - Introduction,VCcLlX4pUQQ,"Mr. Ganesh B. Agalave
Assistant Professor
Mechanical Engg. Deptt.,
Walchand Institute of Technology,Solapur",2019-08-06T09:02:17Z
Vapour Compression Cycle - Basics,j_IKUaVmycc,"Mr. Ganesh B. Agalave
Assistant Professor
Mechanical Engg. Deptt.,
Walchand Institute of Technology,Solapur",2019-08-06T08:56:26Z
5. Study of Pneumatic Comparators,8g3jHtW6aNo,"Dr.P.V.Salunke
Professor,
Mechanical Engineering Department,
Walchand Institute of Technology, Solapur.",2019-08-06T08:35:27Z
4. Study of Mechanical Comparators,x_1_oEXQ7K4,"Dr.P.V.Salunke
Professor,
Mechanical Engineering Department,
Walchand Institute of Technology, Solapur.",2019-08-06T08:29:54Z
8051 Timer/Counter Programming-I,MD_d5oDkrpg,"Prof.Barbade Sudhakar R.
Assistant Professor
Electronics and Telecommunication Engineering Department
Walchand Institute of Technology,Solapur",2019-08-06T08:31:31Z
3. Study of Mechanical Comparators,-69HKRUV3vo,"Dr.P.V.Salunke
Professor,
Mechanical Engineering Department,
Walchand Institute of Technology, Solapur.",2019-08-06T08:24:08Z
2. Study of Comparators,3EovEhYnKM4,"Dr.P.V.Salunke
Professor,
Mechanical Engineering Department,
Walchand Institute of Technology, Solapur.",2019-08-06T08:19:31Z
Timer/Counter Programming-III,CKxbVmMkNoY,"Prof.Barbade Sudhakar R.
Assistant Professor
Electronics and Telecommunication Engineering Department
Walchand Institute of Technology,Solapur",2019-08-06T08:09:58Z
1.  Study of Comparators,ckhh62FqPgs,"Dr.P.V.Salunke
Professor,
Mechanical Engineering Department,
Walchand Institute of Technology, Solapur.",2019-08-06T08:14:38Z
Timer/Counter Programming-II,gmzGoNMzlFE,"Prof.Barbade Sudhakar R.
Assistant Professor
Electronics and Telecommunication Engineering Department
Walchand Institute of Technology,Solapur",2019-08-06T08:09:48Z
8051 I/O Port Programming-II,dGzqBcbNjzI,"Prof.Barbade Sudhakar R.
Assistant Professor
Electronics and Telecommunication Engineering Department
Walchand Institute of Technology,Solapur",2019-08-06T08:09:41Z
8051 I/O Port Programming-I,U2TsYpmjQAQ,"Prof.Barbade Sudhakar R.
Assistant Professor
Electronics and Telecommunication Engineering Department
Walchand Institute of Technology,Solapur",2019-08-06T08:09:31Z
Influence Line Diagram for end Shear,fWGTTBkhhEo,"Prof. Prashant  V. Dhanshetti
Assistant Professor
Civil Engineering Department
Walchand Institute of Technology, Solapur",2019-08-05T12:09:49Z
Influence Line Diagram for Bending Moment at given Section,8EEJX3McvC0,"Prof. Prashant  V. Dhanshetti
Assistant Professor
Civil Engineering Department
Walchand Institute of Technology, Solapur.",2019-08-05T11:57:10Z
Organic reactions- Sybnthesis of Drug Molecules-II,HsQuKfJdM3g,"Dr. S K Sarsamkar
Assistant Professor 
Department of Humanities and Sciences 
Walchand Institute of Technology, Solapur",2019-08-05T12:05:38Z
Organic reactions- Sybnthesis of Drug Molecules-I,kULJO5qRhhc,"Dr. S K Sarsamkar
Assistant Professor 
Department of Humanities and Sciences 
Walchand Institute of Technology, Solapur",2019-08-05T12:01:26Z
Polymers- Terms and types of Polymerization,mvCk5Z156Co,"Dr. S K Sarsamkar
Assistant Professor 
Department of Humanities and Sciences 
Walchand Institute of Technology, Solapur",2019-08-05T11:58:02Z
Metals Alloys and Ceramics- Types of Manufacture of Glass,jHBs9huy5TQ,"Dr. S K Sarsamkar
Assistant Professor 
Department of Humanities and Sciences 
Walchand Institute of Technology, Solapur",2019-08-05T11:55:28Z
Influence Line Diagram for Shear Force at given Section,k2tB9-igFF4,"Prof. Prashant  V. Dhanshetti
Assistant Professor
Civil Engineering Department
Walchand Institute of Technology, Solapur",2019-08-05T11:50:09Z
"Metals, Alloys and Ceramics",wcY_I-qxmNM,"Dr. S K Sarsamkar
Assistant Professor 
Department of Humanities and Sciences 
Walchand Institute of Technology, Solapur",2019-08-05T11:49:47Z
Corrosion- Determination of rate and Factors influencing rate of corrosion,P46JXkOJmsU,"Dr. S K Sarsamkar
Assistant Professor 
Department of Humanities and Sciences 
Walchand Institute of Technology, Solapur",2019-08-05T11:47:06Z
Vector Differentiation-Curl of Vector,zbX7Kg8MYQw,"Mrs.Mayuri A. Kangale
Assistant Professor of Mathematics,
Walchand Institute Of Technology, Solapur",2019-08-05T10:54:35Z
Vector differentiation-Scalar Potential function,uykIBwdXtys,"Mrs.Mayuri A. Kangale
Assistant Professor Of Mathematics,
Walchand Institute Of Technology,Solapur",2019-08-05T10:51:37Z
Partial Differentiation-Part IV,B6UHk4cqunA,"Mrs. Mayuri A. Kangale
Assistant Professor Of Mathematics
Walchand Institute of Technology, Solapur",2019-08-05T10:47:31Z
Partial differentiation-Part III,OnfPemVM67I,"Mrs.Mayuri A.Kangale
Assistant Professor of Mathematics,
Walchand Institute of Technology, Solapur",2019-08-05T10:44:17Z
Partial Differentiation-Part II,4onqIGFr5Dw,"Mrs. Mayuri A. Kangale
Assistant Professor of Mathematics
Walchand Institute of Technology, Solapur",2019-08-05T10:40:39Z
Partial Differentiation-Part I,lnueTsW59eM,"Mrs. Mayuri A. Kangale
Assistant Professor of Mathematics,
Department of Humanities &Sciences,
Walchand Institute of Technology, Solapur",2019-08-05T10:26:42Z
Programmable Logic Devices Structures,JKa4gmtzNK4,"Mr. P. P. Tambe
Assistant Professor,
Department OF Electronics Engineering,
Walchand Institute of Technology, Solapur",2019-08-05T09:40:52Z
Discrete Fourier Transform(DFT),OAP2EB0pGU8,"Mr. K. R. Biradar Assistant Professor
Electronics & Telecommunication Engg. Dept.
Walchand Institute of Technology
Solapur",2019-08-03T12:11:54Z
Very Small Aperture Terminal(VSAT),WW29IVpfi7g,"Mr. K. R. Biradar Assistant Professor
Electronics & Telecommunication Engineering
Walchand Institute of Technology
Solapur",2019-08-03T11:58:36Z
Types of satellite orbit,5Ezprdgr4Eo,"Mr. K. R. Biradar
Electronics & Telecommunication Engineering
Walchand Institute of Technology
Solapur",2019-08-03T11:49:32Z
Interference Fit,uucyfS3eleE,"Mr. S. S. Bansode
Assistant Professor,
Mechanical Engineering Department,
Walchand Institute of Technology,
Solapur",2019-08-03T11:29:08Z
Free Hand Sketches-II,bbMaRQ6cMCE,"Mr. S. S. Bansode
Assistant Professor,
Mechanical Engineering Department,
Walchand Institute of Technology,
Solapur",2019-08-03T11:25:09Z
Free Hand Sketches-I,A9Ir6e_DvYA,"Mr. S. S. Bansode
Assistant Professor,
Mechanical Engineering Department,
Walchand Institute of Technology,
Solapur",2019-08-03T11:19:13Z
Global Positioning System(GPS),9ThH7svU4OI,"Mr. K. R. Biradar
Assistant Professor
Electronics & Telecommunication Engineering
Walchand Institute of Technology,
Solapur",2019-08-03T11:10:15Z
BIS Conventions-Gears and Springs,TeWmXWMneuo,"Mr. S. S. Bansode
Assistant Professor,
Mechanical Engineering Department,
Walchand Institute of Technology,
Solapur",2019-08-03T11:15:02Z
Design of a Priority Encoder,TkrjbhmI5NI,"Vinay S. Dasmane
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur


In video at time 9:13 there is a small change as below,
Instead of XX00 its XX10 represents 0010 0110 1010 1110 
Instead of XXX0 its XXX1 represents 0001 0011 0101 0111 1001 1011 1101 1111",2019-08-03T10:28:04Z
Design of Demultiplexer Tree,oVUC67G3Xa4,"Vinay S. Dasmane
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",2019-08-03T10:27:04Z
Design of Multiplexer Tree,1dLTTdVOMZw,"Vinay S. Dasmane
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",2019-08-03T10:26:06Z
Design of BCD to 7 Segment converter using decoder IC,y-AzoeFZAOQ,"Vinay S. Dasmane
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",2019-08-03T10:23:36Z
Design of Combinational Logic Circuit,v6_3h9ef8l8,"Vinay S. Dasmane
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",2019-08-03T10:21:01Z
Principles of Combinational Logic Circuit,VtxYRDmwScs,"Vinay S. Dasmane
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",2019-08-03T10:17:17Z
System Design Examples,lGGnS3_RRDM,"Mr.Pravin Yalappa Kumbhar
Assistant Professor
Department of Electronics & Telecommunication Engineering
Walchand Institute of Technology,Solapur",2019-08-03T10:00:01Z
Uplink Design,PbG89skO3YQ,"Mr.Pravin Yalappa Kumbhar
Assistant Professor
Department of Electronics & Telecommunication Engineering
Walchand Institute of Technology,Solapur",2019-08-03T09:56:42Z
Design of Downlinks,94Uyvk83PmY,"Mr.Pravin Yalappa Kumbhar
Assistant Professor
Department of Electronics & Telecommunication Engineering
Walchand Institute of Technology,Solapur",2019-08-03T09:54:57Z
MaxwellEquation Part I 1,8UyoFUmPVp8,"Dr.Mrs.R.J.Shelke
Associate Professor 
Department of Electronics Engineering 
Walchand Institute of Solapur",2019-08-03T09:54:08Z
System Noise Temperature & G/T Ratio,0_4bye3dcnM,"Mr.Pravin Yalappa Kumbhar
Assistant Professor
Department of Electronics & Telecommunication Engineering
Walchand Institute of Technology,Solapur",2019-08-03T09:51:00Z
